2272,1,129
2482,1,129
2321,1,129
2951,1,512
2003,1,512
2025,4,512
2975,2,512
2043,1,512
2615,1,601
2032,1,601
3377,2,141
2089,1,159
3565,3,31
3566,4,31
3590,2,31
3198,4,15
2231,1,15
3728,9,15
3212,8,15
3371,2,15
6265,2,533
6641,3,533
4036,5,533
6214,3,533
2078,1,159
2588,1,159
3363,7,15
2342,1,159
2754,6,15
3923,4,31
2056,4,31
3422,1,31
2107,1,31
2337,2,31
2576,2,141
3246,2,141
2504,2,141
2259,1,141
6250,1,533
6083,1,533
2127,1,533
3952,7,406
2534,4,406
3602,6,406
3658,4,406
3643,2,406
3666,5,406
3593,5,406
3051,3,406
2894,4,406
4002,3,406
2890,1,406
2535,6,406
3662,5,406
3667,7,406
2176,5,406
2852,1,452
2631,1,452
2378,1,452
2377,1,452
2019,1,452
4409,3,491
2380,1,491
5543,4,491
4807,6,491
4138,5,491
4421,2,491
4411,3,491
2529,2,447
2190,2,447
2402,1,447
2099,2,447
2532,2,447
2518,1,447
2418,1,447
2371,2,447
2427,1,447
2012,1,447
2129,1,447
2166,16,13
5324,1,13
2024,18,13
4113,11,13
5117,10,13
5154,15,13
1996,1,13
5034,15,13
2148,11,13
5377,1,13
5371,5,13
2022,8,13
5394,2,13
5272,3,13
5359,17,13
2126,12,13
1995,4,13
6633,2,147
4673,2,147
5306,6,13
5657,2,147
6652,2,147
2662,2,147
6552,2,147
6639,2,147
5172,1,147
5771,15,13
4620,1,147
4470,1,147
6197,1,147
5328,5,13
5499,1,147
5227,1,147
2464,3,331
2607,3,331
2664,3,331
2621,2,331
2601,2,331
2602,2,331
2606,2,331
2455,2,331
2591,2,331
2230,1,331
2215,2,331
2240,1,331
2398,1,331
2460,1,331
3007,3,353
2808,5,353
2015,1,353
2838,5,353
3073,4,353
2812,4,353
3067,4,353
9,3,353
2869,3,353
2432,2,353
3054,1,353
2803,2,353
2053,5,353
2084,1,1024
2085,1,1024
6482,3,37
2125,1,1024
7659,3,37
2973,3,37
6188,2,37
6217,2,37
6997,2,37
7042,1,37
7249,1,37
6604,3,375
5300,1,37
6971,1,37
5702,1,375
5694,6,375
2699,1,375
5158,12,375
5104,6,375
5718,9,375
6855,15,375
3655,5,375
5743,14,375
2011,11,375
2877,1,370
2785,1,370
2783,1,370
5549,9,375
50,11,375
3564,2,33
2251,1,252
3844,1,33
6320,2,33
2051,3,33
2009,1,33
1997,3,251
3552,2,251
1998,1,251
3525,2,24
3143,2,24
2073,1,252
3861,3,33
5871,3,33
5773,2,33
3542,1,251
3546,2,251
9417,1,251
9423,2,251
2037,1,571
5681,1,571
5088,1,571
8072,1,571
5079,4,571
8374,3,571
2444,1,24
3495,1,24
3360,1,33
3685,2,33
2920,1,251
9903,2,251
4684,3,571
2510,3,571
8020,1,571
3508,2,24
3138,1,24
3053,1,24
6435,4,33
3607,3,33
6321,5,33
10234,4,251
3618,1,251
9439,1,251
2031,3,251
31,1,251
8203,2,571
7043,4,571
5268,2,571
8023,1,571
8176,2,571
7882,4,571
3126,1,24
5512,5,33
2170,4,33
6607,5,33
2007,3,251
9418,2,251
2097,4,251
5872,3,571
7985,3,571
3102,1,24
3121,5,33
5945,2,33
9442,1,251
2955,3,571
3684,2,571
2175,1,24
9413,3,251
7371,2,571
6679,3,33
2006,2,251
3040,2,24
3473,3,185
3074,1,185
3062,2,185
2896,2,185
11304,10,7
5014,17,7
10211,9,7
3769,7,7
4982,12,7
5250,1,7
5512,1,25
4041,6,25
6010,7,25
3896,10,25
6053,12,25
5758,5,25
5714,3,6
5044,6,6
4344,3,6
1999,6,6
8150,23,17
8973,18,17
4713,28,17
4597,6,213
21,8,213
4617,3,213
5196,9,213
2007,1,185
2853,1,185
10310,16,7
2136,15,7
2014,16,7
3721,18,7
6798,1,25
5533,14,25
2016,9,6
4422,1,6
6073,7,6
4972,6,6
2281,20,17
2239,23,17
10040,11,17
9332,4,17
11401,36,17
3028,8,213
4498,8,213
3381,4,213
10,6,213
4633,8,213
2840,2,185
2373,1,185
3061,2,185
3382,1,185
2976,8,7
5131,11,25
4847,4,25
2007,6,25
5005,4,6
2681,2,6
5120,5,6
6085,5,6
9821,30,17
11268,1,17
8182,16,17
3327,2,213
4222,4,213
4645,8,213
10406,6,7
11219,15,7
5785,6,25
5057,1,6
5919,10,6
2200,6,6
6090,7,6
4147,28,17
4642,6,213
4564,6,213
2620,7,213
2041,1,185
4029,19,7
11346,21,7
4056,10,25
3712,12,25
5619,4,6
8336,23,17
9368,22,17
9557,7,17
3398,3,185
5153,4,7
2784,8,25
4626,3,6
2161,2,213
2421,7,213
3414,3,185
3423,1,185
4903,10,25
10153,9,7
3072,32,17
1987,9,17
3479,11,7
4930,3,25
3085,2,103
2238,4,103
3084,2,103
4571,7,477
6838,16,477
4407,11,477
3474,2,124
3081,2,124
2182,1,124
3069,1,124
2265,1,124
7721,16,28
8260,12,28
2081,12,28
2147,13,10
5954,8,10
6268,10,10
6242,14,10
6681,16,10
2921,8,380
2048,1,380
3173,8,380
3080,5,380
3499,7,380
2254,6,380
2058,3,380
2276,1,103
3089,2,103
2102,1,103
2586,2,103
3426,1,103
3044,3,103
7071,3,477
2001,12,477
6015,1,477
6869,5,477
5582,12,477
2260,6,477
3038,1,124
5140,5,28
7482,7,28
7603,19,28
7118,17,28
8403,6,10
6060,5,28
7724,14,10
5329,9,10
7499,11,10
3004,1,380
2722,5,380
4806,8,10
3117,3,380
2600,7,380
2060,9,380
3001,2,103
3059,1,103
2287,3,103
7345,17,477
6631,12,477
2059,2,124
3431,1,124
7461,16,477
2150,10,28
622,6,28
4995,14,28
4669,13,10
2002,7,380
3426,10,380
5940,15,477
5797,2,477
4656,16,477
4217,6,477
2993,2,124
5599,9,28
1331,2,28
7237,11,10
4727,1,10
3205,3,380
2523,4,380
2131,9,477
5587,16,28
4720,22,10
2150,22,10
6270,13,10
7665,21,10
2725,4,380
3314,9,380
3426,10,380
5907,11,477
3069,3,103
2247,1,124
3193,10,380
9449,22,10
3407,3,103
2068,14,28
2350,1,103
135,13,28
2294,2,124
7015,11,28
4796,18,10
5168,13,30
59,2,30
6868,16,30
2244,5,30
5587,10,30
2205,6,30
2914,4,32
4032,6,32
11373,15,32
9698,7,32
10091,18,32
2013,5,451
2206,10,451
2472,2,451
1978,34,2
16526,3,2
16697,89,2
16431,76,2
16966,78,2
20239,23,1
2235,41,1
2748,70,1
18039,39,1
2372,4,105
3633,4,105
2967,6,105
5427,12,3
118,5,30
4773,6,3
1374,22,30
6804,23,30
7070,10,30
321,11,30
4117,9,3
346,34,32
5216,18,32
217,33,32
186,58,32
9543,5,32
22397,7,1
4228,16,32
326,58,1
8501,18,32
335,63,1
2519,66,1
18259,19,1
11869,13,32
2113,20,32
2029,7,451
10042,3,32
17,1,451
3272,6,451
4731,9,451
2155,2,451
4352,10,451
2603,1,451
2467,9,451
3013,8,451
2741,16,2
15003,35,2
16810,4,2
619,10,2
4168,10,3
6,4,3
9730,12,2
5704,4,3
9050,22,2
9199,61,2
14603,44,2
3569,1,3
2708,45,1
7611,54,1
19767,46,1
22125,55,1
20970,23,1
3894,6,105
2034,4,105
4408,35,28
7484,45,28
7286,29,28
2306,25,28
5551,16,28
2093,41,28
1677,22,28
6012,16,477
4759,15,10
2995,9,380
3361,8,380
3156,3,380
2913,5,380
7193,4,477
6006,8,477
6645,13,477
5277,15,477
6689,7,477
6049,11,477
2186,11,30
1986,1,30
5275,4,30
1989,12,30
2288,11,30
1916,9,30
2242,4,30
1988,11,30
10942,6,2
3522,6,2
14804,8,2
2134,9,2
12818,13,2
582,5,2
16424,4,2
5608,5,2
15144,12,2
22891,8,1
18029,5,1
6920,3,1
22145,4,1
5240,8,451
5409,12,451
4678,6,451
5612,13,451
6514,10,32
6506,2,32
11354,7,32
6278,8,32
2036,1,105
2932,3,105
3963,3,105
3560,3,105
2181,2,3
4959,4,3
33,4,3
4481,7,3
9046,41,1
20228,22,1
22670,6,1
19732,45,1
18003,13,1
12641,13,1
7466,43,2
14371,35,2
5646,16,2
8936,6,2
8256,39,32
9825,18,32
64,31,32
8218,1,32
4805,7,2
16542,7,2
425,14,2
16613,26,2
16460,45,2
14587,8,2
17212,31,2
17988,32,2
432,39,2
9911,43,32
441,5,1
96,23,1
20469,29,1
2549,29,1
20071,26,1
2801,15,1
2049,1,105
2536,3,451
4668,9,3
2443,6,105
2319,4,105
28,2,105
3659,2,105
3944,5,105
3177,1,451
4015,5,451
8,7,451
2409,2,451
626,7,30
166,7,30
5301,2,30
5900,2,3
1993,5,3
4808,5,3
2144,3,3
5822,1,3
5456,19,30
7142,25,30
4142,35,30
7101,33,30
2038,20,30
2829,18,30
971,35,30
5920,14,30
7394,27,30
60,27,10
7458,23,10
2674,5,380
3147,8,380
4589,15,10
7073,26,10
7290,22,10
5124,26,10
7708,5,10
9344,14,10
7133,24,10
7150,17,10
9327,1,10
4390,5,10
11504,23,7
2094,14,7
5354,18,7
10543,14,7
10391,4,7
3506,22,7
10349,17,17
9510,28,17
2114,50,17
128,50,17
8186,49,17
4488,33,17
3275,6,6
3367,2,6
4772,2,6
5915,7,6
73,2,6
2441,4,6
5490,9,25
3421,4,25
5783,8,25
3214,4,25
6812,14,25
3094,15,25
5661,9,25
4069,12,25
4540,18,25
3874,5,25
2228,1,213
2560,2,213
2824,1,213
3002,1,185
3401,2,185
2826,1,185
4555,6,213
5074,5,213
4340,10,213
4420,3,213
2005,9,213
2262,1,185
2788,2,185
2101,1,251
2369,1,251
10047,1,251
10048,1,251
3573,3,251
2655,14,251
9394,10,251
2234,1,252
2027,5,24
4763,4,571
6455,2,33
5946,2,33
2149,9,571
7041,3,571
3150,9,571
4784,7,571
3344,15,33
6255,12,33
3247,5,33
2098,14,33
4934,5,33
3634,6,24
3148,2,24
2021,4,24
3492,3,24
2668,2,24
3135,1,24
2135,3,24
2637,1,331
2671,2,331
2447,3,353
2806,1,353
2868,1,353
2499,2,353
2428,1,353
2232,2,353
2449,1,331
2270,2,331
2004,2,331
4,1,331
2627,1,331
2066,1,1024
2388,1,1024
2105,1,1024
4225,1,37
7389,1,37
7326,1,37
7261,1,37
2383,27,37
6399,21,37
6893,14,37
5,3,370
2814,1,370
6870,6,375
5735,6,375
4189,1,375
2458,1,370
2,2,370
6743,3,147
5065,3,147
2422,1,447
2208,1,447
2407,3,447
3836,4,406
2159,2,447
2396,2,447
12,1,147
2656,2,147
2473,3,147
3950,2,406
3052,1,406
3650,1,406
2511,5,406
2128,2,452
5019,5,13
4801,5,491
5573,4,491
2847,4,452
3921,5,13
5787,4,13
5332,6,13
47,5,13
2578,2,491
4765,3,491
4925,7,491
2017,4,491
2392,7,491
13,1,491
2415,6,452
2376,2,452
2641,3,452
3515,1,15
2475,1,129
4058,2,512
16,1,512
6801,6,533
3884,4,533
6240,7,533
2030,8,533
6785,9,533
3584,5,15
2243,5,15
3346,2,15
3379,3,15
2132,3,601
11,2,512
4447,2,512
3976,3,512
4096,4,512
4010,4,512
3027,1,159
2143,1,31
2746,1,31
2594,1,601
2297,4,141
2640,9,31
2800,1,159
102,11,31
2008,1,129
2329,1,129
2311,1,159
2108,1,129
2795,2,159
2764,1,159
2776,1,159
3591,2,31
2280,2,31
2570,2,141
2035,1,141
3032,2,141
3026,2,141
2070,2,601
2152,3,601
2118,1,601
2583,1,601
2338,2,129
2338,2,129
3568,2,31
2701,2,31
3567,2,31
3456,3,31
3045,3,31
3568,2,31
3835,4,31
2010,4,31
3580,4,31
3787,6,31
3544,5,31
2585,5,31
3568,2,31
3045,3,31
3704,8,31
3456,3,31
3034,5,159
2481,4,159
2987,4,159
3011,1,159
2937,3,159
2965,3,159
3036,2,159
2768,7,159
2924,8,159
2481,4,159
3017,4,159
2987,4,159
2956,7,159
2054,1,601
2074,8,601
2074,8,601
2998,4,601
3015,4,601
3030,7,601
3015,4,601
3340,5,141
2981,4,141
2498,5,141
2994,5,141
3340,5,141
2994,5,141
2981,4,141
3289,9,141
6682,8,533
2344,3,533
3938,14,533
6086,14,533
6285,20,533
6092,36,533
3965,36,533
6231,21,533
6308,26,533
6784,26,533
6168,21,533
2435,5,452
5901,15,13
5378,15,13
5890,15,13
5967,16,13
5967,16,13
5905,16,13
6052,11,13
25,11,13
3609,10,15
2665,10,15
3736,17,15
3674,1,15
3370,13,15
2359,1,447
5638,5,491
4840,5,491
2632,2,491
4871,11,491
5200,11,491
5635,11,491
2040,1,452
2598,1,452
2558,2,452
2598,1,452
2558,2,452
2646,2,452
2821,2,452
2558,2,452
2646,2,452
2225,1,447
2520,1,447
2524,4,447
15,3,447
2225,1,447
2520,1,447
2805,1,370
2461,2,370
2587,7,370
2193,7,370
6296,3,147
5076,3,147
6374,5,147
3058,6,406
3057,6,406
3635,5,406
6296,3,147
3981,5,406
3656,5,406
3981,5,406
5096,3,375
3298,3,375
3298,3,375
6731,1,375
2462,3,1024
2468,7,1024
2360,5,1024
2397,5,1024
2462,3,1024
2360,5,1024
2401,5,1024
6902,15,375
6691,15,375
5769,20,375
3142,2,375
3118,11,375
3425,24,375
6767,11,375
5640,11,375
6905,5,375
5647,5,375
5780,8,375
2766,6,370
2816,6,370
2779,4,370
2816,6,370
2779,4,370
6756,11,147
6616,11,147
5686,2,147
6351,2,147
5686,2,147
6293,6,147
6608,6,147
2213,3,331
2571,3,331
2487,10,331
6453,7,37
7359,5,37
6404,10,37
2860,7,353
2866,10,353
3122,10,353
7622,18,37
4030,3,37
5260,82,37
3313,82,37
6061,114,37
7302,114,37
6956,52,37
5283,52,37
2844,8,353
2301,4,353
2825,4,353
2875,6,353
2735,6,353
3107,3,353
3096,7,24
3155,7,24
3545,1,24
3496,1,24
2953,4,24
3532,4,24
2953,4,24
2610,2,331
2203,1,331
2440,2,331
2456,2,331
6304,1,37
7340,2,37
7164,2,37
6485,2,37
4599,5,37
7308,3,37
7246,10,37
2628,10,37
2047,2,252
2400,2,252
2442,4,252
2425,3,252
2263,1,252
2437,3,252
2425,3,252
9402,2,251
2485,4,252
2489,4,252
2485,4,252
2394,2,252
2264,2,252
5644,3,33
5644,3,33
5468,3,33
6297,3,33
5137,3,33
6297,3,33
9508,2,251
9946,3,251
9599,4,251
7154,5,571
7049,1,571
6759,4,571
7254,4,571
6759,4,571
7396,4,571
7049,1,571
6613,60,33
6407,16,33
6765,30,33
6788,15,33
5589,15,33
9447,2,251
9657,5,251
3671,5,251
9960,5,251
9960,5,251
9480,9,251
4535,24,6
5761,24,6
5875,24,6
6036,15,6
5904,16,6
2886,15,6
5742,17,6
5719,9,6
5319,22,213
5363,22,213
5251,16,213
5060,16,213
4579,24,213
4600,24,213
5109,17,213
5251,17,213
4818,4,25
4676,19,25
5134,19,25
2946,6,185
3413,7,185
3369,3,185
2044,1,185
2787,10,185
2044,1,185
2786,12,185
3466,12,185
6653,12,25
6729,12,25
6621,6,25
6330,6,25
5880,4,477
5994,4,477
6139,4,477
6807,63,477
7240,69,477
6806,69,477
7024,19,477
9996,15,17
11391,34,17
10095,34,17
9421,19,17
11830,58,17
11286,13,17
11341,61,7
4197,91,477
6542,91,477
5923,8,477
7078,36,477
5767,36,477
6357,36,477
3282,48,380
10384,30,7
11940,30,7
4012,63,7
11905,63,7
2772,31,7
3273,31,7
3151,5,7
10165,61,17
11588,61,17
12141,10,17
8557,53,17
11516,53,17
8377,53,17
3570,24,380
3239,24,380
3576,19,380
3240,26,380
3291,19,380
3415,3,124
3581,26,103
3359,26,103
7252,85,28
4726,63,28
7226,63,28
8059,4,28
2300,4,28
7054,109,28
6018,109,28
5407,109,28
3005,2,103
3134,2,103
2417,9,103
3490,17,103
3394,17,103
3491,16,103
3451,16,103
3500,18,103
3509,4,124
3574,8,124
3586,17,124
3374,17,124
2878,17,124
2960,14,105
4070,14,105
2531,10,105
3897,6,105
2439,6,105
5659,13,3
5567,13,3
5744,13,3
5649,3,3
7420,12,10
6747,12,10
3743,13,10
9606,5,10
5384,11,451
5672,4,451
5480,4,451
4741,11,451
5304,44,451
4550,44,451
5344,54,451
5609,42,451
5408,42,451
5825,8,3
2833,8,3
3087,8,3
5510,11,3
5437,25,3
5448,53,3
4908,53,3
5996,39,3
5459,5,3
5826,5,3
5369,17,451
4257,3,451
5793,27,451
5733,27,451
4810,8,451
4502,8,451
4992,38,10
7512,30,10
89,17,10
9471,17,10
8721,32,10
6626,32,10
9045,59,10
9183,59,10
6547,59,10
24001,16,1
21213,63,1
11361,63,1
11660,63,1
22495,144,1
10394,52,1
22675,52,1
9519,52,1
20380,52,1
20540,173,1
8434,173,1
7026,100,30
22842,173,1
7153,100,30
6912,100,30
5982,47,30
15176,103,2
14467,103,2
15531,127,2
6603,4,2
16975,40,2
8242,2,32
11665,92,32
9103,72,32
11112,68,32
8263,68,32
16543,23,2
17748,131,2
17770,131,2
18202,131,2
5279,12,32
23490,106,1
4630,12,32
15822,106,1
22412,87,1
22701,87,1
23572,19,1
22305,19,1
22649,144,1
22930,144,1
23053,144,1
11561,36,32
8104,5,32
8329,67,32
4789,35,32
11141,35,32
9989,35,32
4570,23,30
7368,97,30
7163,97,30
14897,65,2
7541,65,2
15114,95,2
7300,65,2
16665,95,2
6934,80,30
7551,80,30
7483,85,30
5677,85,30
5282,42,30
1376,42,30
5356,7,30
18269,122,1
9428,122,1
2690,53,1
9572,1,1
20420,110,1
21480,110,1
11073,4,32
9583,4,32
10056,7,32
2939,7,32
11833,123,32
11570,46,32
4313,1,2
17167,126,2
16773,126,2
14238,1,2
17434,120,2
2471,120,2
5303,10,32
11397,7,32
497,6,30
